office_name,website,root_domain,gemeente,plaats,provincie,aanbod_url,aanbod_url_quality,confidence,needs_review,source_adapter,score,status,review_reason,evidence
Van den Bosch Makelaars B.V.,https://www.vandenboschmakelaars.com,vandenboschmakelaars.com,Tilburg,Tilburg,Noord-Brabant,https://www.vandenboschmakelaars.com/diensten/verkoopmakelaar,suspect,0.65,true,seed,20,missing,suspect koopaanbod_url: contains excluded token 'diensten'; contains excluded token 'diensten',"website_exists=true | makelaar_signals=makelaar,koop | aanbod_url_status=suspect | aanbod_url_reason=contains excluded token 'diensten'"
Van de Water Makelaars Tilburg,http://www.vandewatergroep.nl,vandewatergroep.nl,Tilburg,Tilburg,Noord-Brabant,https://vandewatergroep.nl/nieuwbouw/project/zevenbergen-markant-verkoop-gestart-schrijf-je-nu-in,valid,0.85,false,seed,100,valid,contains listing signal,"website_exists=true | makelaar_signals=makelaar,koop | aanbod_url_status=valid | aanbod_url_reason=contains listing signal"
VMG Regio Tilburg B.V.,http://www.vmg-makelaars.nl,vmg-makelaars.nl,Tilburg,Tilburg,Noord-Brabant,http://www.vmg-makelaars.nl/aanbod,valid,0.85,false,seed,100,valid,contains listing signal,"website_exists=true | makelaar_signals=makelaar,aanbod | aanbod_url_status=valid | aanbod_url_reason=contains listing signal"
AMB Makelaars,http://www.amb-makelaars.nl,amb-makelaars.nl,Vught,Vught,Noord-Brabant,https://www.amb-makelaars.nl/aanbod,valid,0.85,false,seed,90,valid,contains listing signal,"website_exists=true | makelaar_signals=makelaar,aanbod | aanbod_url_status=valid | aanbod_url_reason=contains listing signal"
ATENZIJLSTRA Makelaars,http://www.atenzijlstra.nl,atenzijlstra.nl,Vught,Vught,Noord-Brabant,,missing,0.65,true,seed,40,suspect,missing koopaanbod_url; missing aanbod_url,"website_exists=true | makelaar_signals=makelaar | aanbod_url_status=missing | aanbod_url_reason=missing aanbod_url | suggested_aanbod_paths=http://www.atenzijlstra.nl/aanbod,http://www.atenzijlstra.nl/woningaanbod,http://www.atenzijlstra.nl/koopwoningen"
Den Hollander Vastgoed Wonen B.V.,http://www.beterehuizen.nl,beterehuizen.nl,Vught,Vught,Noord-Brabant,http://www.beterehuizen.nl/woningen/te-koop,valid,0.85,false,seed,90,valid,contains listing signal,"website_exists=true | makelaar_signals=vastgoed,wonen,woningen,koop | aanbod_url_status=valid | aanbod_url_reason=contains listing signal"
MATAX Makelaardij,http://www.matax.nl,matax.nl,Vught,Vught,Noord-Brabant,,missing,0.65,true,seed,40,suspect,missing koopaanbod_url; missing aanbod_url,"website_exists=true | makelaar_signals=makelaar,makelaardij | aanbod_url_status=missing | aanbod_url_reason=missing aanbod_url | suggested_aanbod_paths=http://www.matax.nl/aanbod,http://www.matax.nl/woningaanbod,http://www.matax.nl/koopwoningen"
Buro t'sas Makelaardij o.g,http://www.tsas.nl,tsas.nl,Vught,Vught,Noord-Brabant,,missing,0.65,true,seed,40,suspect,missing koopaanbod_url; missing aanbod_url,"website_exists=true | makelaar_signals=makelaar,makelaardij | aanbod_url_status=missing | aanbod_url_reason=missing aanbod_url | suggested_aanbod_paths=http://www.tsas.nl/aanbod,http://www.tsas.nl/woningaanbod,http://www.tsas.nl/koopwoningen"
VALKS Makelaars,https://www.valksbedrijfsmakelaars.nl,valksbedrijfsmakelaars.nl,Vught,Vught,Noord-Brabant,https://www.valksbedrijfsmakelaars.nl/aanbod,valid,0.85,false,seed,90,valid,contains listing signal,"website_exists=true | makelaar_signals=makelaar,aanbod | aanbod_url_status=valid | aanbod_url_reason=contains listing signal"
Viermakelaars,http://www.viermakelaars.nl,viermakelaars.nl,Vught,Vught,Noord-Brabant,https://www.viermakelaars.nl/woningaanbod,valid,0.85,false,seed,90,valid,contains listing signal,"website_exists=true | makelaar_signals=makelaar,aanbod | aanbod_url_status=valid | aanbod_url_reason=contains listing signal"
Elias Makelaars,https://www.eliasmakelaars.nl,eliasmakelaars.nl,Waalre,Waalre,Noord-Brabant,,missing,0.65,true,seed,40,suspect,missing koopaanbod_url; missing aanbod_url,"website_exists=true | makelaar_signals=makelaar | aanbod_url_status=missing | aanbod_url_reason=missing aanbod_url | suggested_aanbod_paths=https://www.eliasmakelaars.nl/aanbod,https://www.eliasmakelaars.nl/woningaanbod,https://www.eliasmakelaars.nl/koopwoningen"
Lever Makelaardij o.g. B.V.,http://www.levermakelaardij.nl,levermakelaardij.nl,Waalre,Waalre,Noord-Brabant,https://www.levermakelaardij.nl/stille-verkoop-eindhoven,valid,0.85,false,seed,90,valid,contains listing signal,"website_exists=true | makelaar_signals=makelaar,makelaardij,koop | aanbod_url_status=valid | aanbod_url_reason=contains listing signal"
Irene van Aken Makelaardij,http://www.vanakenmakelaardij.nl,vanakenmakelaardij.nl,Waalre,Waalre,Noord-Brabant,,missing,0.65,true,seed,40,suspect,missing koopaanbod_url; missing aanbod_url,"website_exists=true | makelaar_signals=makelaar,makelaardij | aanbod_url_status=missing | aanbod_url_reason=missing aanbod_url | suggested_aanbod_paths=http://www.vanakenmakelaardij.nl/aanbod,http://www.vanakenmakelaardij.nl/woningaanbod,http://www.vanakenmakelaardij.nl/koopwoningen"
Van Engelen de Wilde Makelaars,https://www.vanengelendewilde.nl,vanengelendewilde.nl,Waalre,Waalre,Noord-Brabant,https://www.vanengelendewilde.nl/woningaanbod-eindhoven/appartement-smelen-3-veldhoven,valid,0.85,false,seed,90,valid,contains listing signal,"website_exists=true | makelaar_signals=makelaar,aanbod | aanbod_url_status=valid | aanbod_url_reason=contains listing signal"
Verhagen Makelaars,http://www.verhagenmakelaars.nl,verhagenmakelaars.nl,Waalre,Waalre,Noord-Brabant,http://www.verhagenmakelaars.nl/aanbod/woningaanbod/valkenswaard/koop/huis-10238232-Norbertusdreef-57,valid,0.85,false,seed,90,valid,contains listing signal,"website_exists=true | makelaar_signals=makelaar,aanbod,koop | aanbod_url_status=valid | aanbod_url_reason=contains listing signal"
Vos Makelaars,http://www.vosmakelaars.nl,vosmakelaars.nl,Waalre,Waalre,Noord-Brabant,http://www.vosmakelaars.nl/aanbod/woningaanbod/veldhoven/koop/huis-10300444-Dotterbeek-9,valid,0.85,false,seed,90,valid,contains listing signal,"website_exists=true | makelaar_signals=makelaar,aanbod,koop | aanbod_url_status=valid | aanbod_url_reason=contains listing signal"
AMB Makelaars Waalwijk,http://www.amb-makelaars.nl,amb-makelaars.nl,Waalwijk,Waalwijk,Noord-Brabant,https://www.amb-makelaars.nl/aanbod,valid,0.85,false,seed,100,valid,contains listing signal,"website_exists=true | makelaar_signals=makelaar,aanbod | aanbod_url_status=valid | aanbod_url_reason=contains listing signal"
Carre de Wit makelaardij,https://www.carredewit.nl,carredewit.nl,Waalwijk,Waalwijk,Noord-Brabant,https://www.carredewit.nl/woningaanbod,valid,0.85,false,seed,90,valid,contains listing signal,"website_exists=true | makelaar_signals=makelaar,makelaardij,aanbod | aanbod_url_status=valid | aanbod_url_reason=contains listing signal"
KIN Makelaars Waalwijk B.V.,https://www.kinmakelaars.nl,kinmakelaars.nl,Waalwijk,Waalwijk,Noord-Brabant,http://www.kinmakelaars.nl/aanbod/wonen/te-koop,valid,0.85,false,seed,100,valid,contains listing signal,"website_exists=true | makelaar_signals=makelaar,wonen,aanbod,koop | aanbod_url_status=valid | aanbod_url_reason=contains listing signal"
Remco Olden Lommers Makelaars,http://www.olden.nl,olden.nl,Waalwijk,Waalwijk,Noord-Brabant,http://www.olden.nl/aanbod/woningaanbod,valid,0.85,false,seed,90,valid,contains listing signal,"website_exists=true | makelaar_signals=makelaar,aanbod | aanbod_url_status=valid | aanbod_url_reason=contains listing signal"
Staete Makelaars Waalwijk,http://www.staete.nl,staete.nl,Waalwijk,Waalwijk,Noord-Brabant,https://www.staete.nl/aanbod/wonen/tOZUao2/laan-ten-habraken-2-5291-aj,valid,0.85,false,seed,100,valid,contains listing signal,"website_exists=true | makelaar_signals=makelaar,wonen,aanbod | aanbod_url_status=valid | aanbod_url_reason=contains listing signal"
Timmermans Makelaardij,http://www.timmermansmakelaardij.nl,timmermansmakelaardij.nl,Waalwijk,Waalwijk,Noord-Brabant,http://www.timmermansmakelaardij.nl/aanbod/woningaanbod/loon-op-zand/koop/huis-9926496-Sjerpstraat-1,valid,0.85,false,seed,90,valid,contains listing signal,"website_exists=true | makelaar_signals=makelaar,makelaardij,aanbod,koop | aanbod_url_status=valid | aanbod_url_reason=contains listing signal"
Tivoli woningmakelaars,https://www.tivoliwoningmakelaars,tivoliwoningmakelaars,Waalwijk,Waalwijk,Noord-Brabant,,missing,0.65,true,seed,40,suspect,missing koopaanbod_url; missing root_domain; missing aanbod_url,"website_exists=true | makelaar_signals=makelaar | aanbod_url_status=missing | aanbod_url_reason=missing aanbod_url | suggested_aanbod_paths=https://www.tivoliwoningmakelaars/aanbod,https://www.tivoliwoningmakelaars/woningaanbod,https://www.tivoliwoningmakelaars/koopwoningen"
Van de Zande Makelaardij Waalwijk B.V.,http://www.zande.nl,zande.nl,Waalwijk,Waalwijk,Noord-Brabant,http://www.zande.nl/woningaanbod,valid,0.85,false,seed,100,valid,contains listing signal,"website_exists=true | makelaar_signals=makelaar,makelaardij,aanbod | aanbod_url_status=valid | aanbod_url_reason=contains listing signal"
Brabant Makelaardij,http://www.brabantmakelaardij.nl,brabantmakelaardij.nl,Woensdrecht,Woensdrecht,Noord-Brabant,https://www.brabantmakelaardij.nl/huis-verkopen-bergen-op-zoom,suspect,0.65,true,seed,40,suspect,suspect koopaanbod_url: missing listing signal; missing listing signal,"website_exists=true | makelaar_signals=makelaar,makelaardij | aanbod_url_status=suspect | aanbod_url_reason=missing listing signal"
DE VIERWINDEN MAKELAARDIJ B.V.,http://www.devierwindenmakelaardij.nl,devierwindenmakelaardij.nl,Woensdrecht,Woensdrecht,Noord-Brabant,https://www.devierwindenmakelaardij.nl/property/holleweg-187-bergen-op-zoom-612,suspect,0.65,true,seed,40,suspect,suspect koopaanbod_url: missing listing signal; missing listing signal,"website_exists=true | makelaar_signals=makelaar,makelaardij | aanbod_url_status=suspect | aanbod_url_reason=missing listing signal"
Ilse Vastgoed,http://www.ilsevastgoed.nl,ilsevastgoed.nl,Woensdrecht,Woensdrecht,Noord-Brabant,http://www.ilsevastgoed.nl/aanbod/woningaanbod/ossendrecht/koop/huis-10066866-Looipad-11,valid,0.85,false,seed,70,valid,contains listing signal,"website_exists=true | makelaar_signals=vastgoed,aanbod,koop | aanbod_url_status=valid | aanbod_url_reason=contains listing signal"
Maes Makelaars,http://www.maesgroep.nl,maesgroep.nl,Woensdrecht,Woensdrecht,Noord-Brabant,https://www.maesmakelaars.nl/woningen/te-koop,valid,0.85,false,seed,90,valid,contains listing signal,"website_exists=true | makelaar_signals=makelaar,woningen,koop | aanbod_url_status=valid | aanbod_url_reason=contains listing signal"
Viaons Makelaardij B.V.,http://www.viaons.nl,viaons.nl,Woensdrecht,Woensdrecht,Noord-Brabant,http://www.viaons.nl/aanbod/woningaanbod,valid,0.85,false,seed,90,valid,contains listing signal,"website_exists=true | makelaar_signals=makelaar,makelaardij,aanbod | aanbod_url_status=valid | aanbod_url_reason=contains listing signal"
Vink Makelaardij,http://www.vinkmakelaardij.com,vinkmakelaardij.com,Woensdrecht,Woensdrecht,Noord-Brabant,http://www.vinkmakelaardij.com/woningen/beschikbaar,valid,0.85,false,seed,90,valid,contains listing signal,"website_exists=true | makelaar_signals=makelaar,makelaardij,woningen | aanbod_url_status=valid | aanbod_url_reason=contains listing signal"
Content+ Eveline Janssens,https://www.contentplus.nl,contentplus.nl,Zundert,Zundert,Noord-Brabant,https://contentplus.nl/woningaanbod?status%5B%5D=BESCHIKBAAR,valid,0.85,false,seed,70,valid,contains listing signal,website_exists=true | makelaar_signals=aanbod | aanbod_url_status=valid | aanbod_url_reason=contains listing signal
Van Hassel Makelaars o.g.,http://www.vanhasselmakelaars.nl,vanhasselmakelaars.nl,Zundert,Zundert,Noord-Brabant,https://www.vanhasselmakelaars.nl/wonen/verkoop,valid,0.85,false,seed,90,valid,contains listing signal,"website_exists=true | makelaar_signals=makelaar,wonen,koop | aanbod_url_status=valid | aanbod_url_reason=contains listing signal"
