office_name,website,root_domain,raw_place,normalized_place,gemeente,plaats,place_status,place_review_reason,provincie,aanbod_url,aanbod_url_quality,aanbod_detection_method,aanbod_detection_score,aanbod_validation_reason,confidence,needs_review,source_adapter,source_origin,score,status,review_reason,rejection_reason,notes,osm_type,osm_id,osm_website,osm_contact_website,osm_city,osm_postcode,osm_phone,osm_contact_phone,osm_email,osm_contact_email,osm_lat,osm_lon,evidence
Van Helvoort Makelaardij o.z. B.V.,https://vanhelvoortmakelaardij.nl,vanhelvoortmakelaardij.nl,Gemert Bakel,Gemert-Bakel,Gemert-Bakel,Gemert Bakel,alias,,Noord-Brabant,https://www.vanhelvoortmakelaardij.nl/aanbod-beek-en-donk,valid,browser_audit,100,residential_listing_index,0.65,false,seed,seed,90,valid,missing koopaanbod_url; residential_listing_index,,,,,,,,,,,,,,,"website_exists=true | makelaar_signals=makelaar,makelaardij,aanbod | aanbod_url_status=valid | aanbod_url_reason=residential_listing_index | aanbod_detection_method=browser_audit | aanbod_detection_score=100"
Van Nunen Makelaars,https://www.vannunenmakelaars.nl,vannunenmakelaars.nl,Gemert Bakel,Gemert-Bakel,Gemert-Bakel,Gemert Bakel,alias,,Noord-Brabant,https://www.vannunenmakelaars.nl/verkoop,valid,existing_seed_url,75,url contains listing signal 'koop',0.85,false,seed,seed,90,valid,url contains listing signal 'koop',,,,,,,,,,,,,,,"website_exists=true | makelaar_signals=makelaar,koop | aanbod_url_status=valid | aanbod_url_reason=url contains listing signal 'koop' | aanbod_detection_method=existing_seed_url | aanbod_detection_score=75"
Appart Makelaars,,,Gilze En Rijen,Gilze en Rijen,Gilze en Rijen,Gilze En Rijen,alias,,Noord-Brabant,,missing,failed,0,missing aanbod_url,0.40,true,seed,seed,20,rejected,missing website; missing koopaanbod_url; missing domain; missing root_domain; missing aanbod_url,scored_rejected,,,,,,,,,,,,,,website_exists=false | makelaar_signals=makelaar | aanbod_url_status=missing | aanbod_url_reason=missing aanbod_url | aanbod_detection_method=failed | aanbod_detection_score=0
Jouw Aankoopmakelaar & Taxateur,https://www.jouwamet.nl,jouwamet.nl,Gilze En Rijen,Gilze en Rijen,Gilze en Rijen,Gilze En Rijen,alias,,Noord-Brabant,,missing,browser_audit,0,no_candidate_found,0.65,true,seed,seed,40,suspect,missing koopaanbod_url; no_candidate_found,,,,,,,,,,,,,,,"website_exists=true | makelaar_signals=makelaar,koop | aanbod_url_status=missing | aanbod_url_reason=no_candidate_found | aanbod_detection_method=browser_audit | aanbod_detection_score=0 | suggested_aanbod_paths=https://www.jouwamet.nl/aanbod,https://www.jouwamet.nl/woningaanbod,https://www.jouwamet.nl/koopwoningen"
Makelaar Sander,http://www.makelaarsander.nl,makelaarsander.nl,Gilze En Rijen,Gilze en Rijen,Gilze en Rijen,Gilze En Rijen,alias,,Noord-Brabant,http://www.makelaarsander.nl/aanbod/woningaanbod,valid,existing_seed_url,75,url contains listing signal 'aanbod',0.85,false,seed,seed,90,valid,url contains listing signal 'aanbod',,,,,,,,,,,,,,,"website_exists=true | makelaar_signals=makelaar,aanbod | aanbod_url_status=valid | aanbod_url_reason=url contains listing signal 'aanbod' | aanbod_detection_method=existing_seed_url | aanbod_detection_score=75"
Appels Makelaardij B.V.,http://www.appels.nl,appels.nl,Goirle,Goirle,Goirle,Goirle,current_gemeente,,Noord-Brabant,https://www.appels.nl/aanbod,valid,existing_seed_url,75,url contains listing signal 'aanbod',0.85,false,seed,seed,90,valid,url contains listing signal 'aanbod',,,,,,,,,,,,,,,"website_exists=true | makelaar_signals=makelaar,makelaardij,aanbod | aanbod_url_status=valid | aanbod_url_reason=url contains listing signal 'aanbod' | aanbod_detection_method=existing_seed_url | aanbod_detection_score=75"
Clavem Makelaars,http://www.clavem.eu,clavem.eu,Goirle,Goirle,Goirle,Goirle,current_gemeente,,Noord-Brabant,http://www.clavem.eu/aanbod/woningaanbod/hilvarenbeek/koop/huis-9980160-Dr.-P.-C.-de-Brouwerlaan-20,valid,existing_seed_url,75,url contains listing signal 'aanbod',0.85,false,seed,seed,90,valid,url contains listing signal 'aanbod',,,,,,,,,,,,,,,"website_exists=true | makelaar_signals=makelaar,aanbod,koop | aanbod_url_status=valid | aanbod_url_reason=url contains listing signal 'aanbod' | aanbod_detection_method=existing_seed_url | aanbod_detection_score=75"
Rentmeester Makelaardij,http://www.rentmeestermakelaardij.nl,rentmeestermakelaardij.nl,Goirle,Goirle,Goirle,Goirle,current_gemeente,,Noord-Brabant,http://www.rentmeestermakelaardij.nl/aanbod/woningaanbod,valid,existing_seed_url,75,url contains listing signal 'aanbod',0.85,false,seed,seed,90,valid,url contains listing signal 'aanbod',,,,,,,,,,,,,,,"website_exists=true | makelaar_signals=makelaar,makelaardij,aanbod | aanbod_url_status=valid | aanbod_url_reason=url contains listing signal 'aanbod' | aanbod_detection_method=existing_seed_url | aanbod_detection_score=75"
Heijblom Makelaardij b.v.,https://www.heijblommakelaardij.nl,heijblommakelaardij.nl,Halderberge,Halderberge,Halderberge,Halderberge,current_gemeente,,Noord-Brabant,http://www.heijblommakelaardij.nl/aanbod/woningaanbod/koop,valid,existing_seed_url,75,url contains listing signal 'aanbod',0.85,false,seed,seed,90,valid,url contains listing signal 'aanbod',,,,,,,,,,,,,,,"website_exists=true | makelaar_signals=makelaar,makelaardij,aanbod,koop | aanbod_url_status=valid | aanbod_url_reason=url contains listing signal 'aanbod' | aanbod_detection_method=existing_seed_url | aanbod_detection_score=75"
Sweere Makelaardij B.V.,https://www.sweere.nl,sweere.nl,Halderberge,Halderberge,Halderberge,Halderberge,current_gemeente,,Noord-Brabant,https://www.sweere.nl/aanbod/nieuwbouwaanbod/oud-gastel/koop/project-66666--,valid,existing_seed_url,75,url contains listing signal 'aanbod',0.85,false,seed,seed,90,valid,url contains listing signal 'aanbod',,,,,,,,,,,,,,,"website_exists=true | makelaar_signals=makelaar,makelaardij,aanbod,koop | aanbod_url_status=valid | aanbod_url_reason=url contains listing signal 'aanbod' | aanbod_detection_method=existing_seed_url | aanbod_detection_score=75"
Van de Kasteele Makelaardij,http://www.vandekasteele.com,vandekasteele.com,Halderberge,Halderberge,Halderberge,Halderberge,current_gemeente,,Noord-Brabant,https://www.vandekasteele.com/property-type/woningen,valid,existing_seed_url,75,url contains listing signal 'woningen',0.85,false,seed,seed,90,valid,url contains listing signal 'woningen',,,,,,,,,,,,,,,"website_exists=true | makelaar_signals=makelaar,makelaardij,woningen | aanbod_url_status=valid | aanbod_url_reason=url contains listing signal 'woningen' | aanbod_detection_method=existing_seed_url | aanbod_detection_score=75"
Van Meer Makelaars B.V.,http://www.vanmeermakelaars.nl,vanmeermakelaars.nl,Halderberge,Halderberge,Halderberge,Halderberge,current_gemeente,,Noord-Brabant,http://www.vanmeermakelaars.nl/aanbod/woningaanbod/oudenbosch/koop/huis-9883500-Nijverheidsweg-14,valid,existing_seed_url,75,url contains listing signal 'aanbod',0.85,false,seed,seed,90,valid,url contains listing signal 'aanbod',,,,,,,,,,,,,,,"website_exists=true | makelaar_signals=makelaar,aanbod,koop | aanbod_url_status=valid | aanbod_url_reason=url contains listing signal 'aanbod' | aanbod_detection_method=existing_seed_url | aanbod_detection_score=75"
Wijk-Regio Makelaardij,http://www.wijk-regio.nl,wijk-regio.nl,Halderberge,Halderberge,Halderberge,Halderberge,current_gemeente,,Noord-Brabant,http://www.wijk-regio.nl/aanbod/woningaanbod/oudenbosch/koop/huis-10339742-Jaagpad-1,valid,existing_seed_url,75,url contains listing signal 'aanbod',0.85,false,seed,seed,90,valid,url contains listing signal 'aanbod',,,,,,,,,,,,,,,"website_exists=true | makelaar_signals=makelaar,makelaardij,aanbod,koop | aanbod_url_status=valid | aanbod_url_reason=url contains listing signal 'aanbod' | aanbod_detection_method=existing_seed_url | aanbod_detection_score=75"
KIN Makelaars Regio Eindhoven B.V.,https://www.kinmakelaars.nl,kinmakelaars.nl,Heeze Leende,Heeze-Leende,Heeze-Leende,Heeze Leende,alias,,Noord-Brabant,http://www.kinmakelaars.nl/aanbod/wonen/te-koop,valid,existing_seed_url,75,url contains listing signal 'aanbod',0.85,false,seed,seed,90,valid,url contains listing signal 'aanbod',,,,,,,,,,,,,,,"website_exists=true | makelaar_signals=makelaar,wonen,aanbod,koop | aanbod_url_status=valid | aanbod_url_reason=url contains listing signal 'aanbod' | aanbod_detection_method=existing_seed_url | aanbod_detection_score=75"
Kranen Makelaardij,http://www.kranenmakelaardij.nl,kranenmakelaardij.nl,Heeze Leende,Heeze-Leende,Heeze-Leende,Heeze Leende,alias,,Noord-Brabant,http://www.kranenmakelaardij.nl/aanbod,valid,existing_seed_url,75,url contains listing signal 'aanbod',0.85,false,seed,seed,90,valid,url contains listing signal 'aanbod',,,,,,,,,,,,,,,"website_exists=true | makelaar_signals=makelaar,makelaardij,aanbod | aanbod_url_status=valid | aanbod_url_reason=url contains listing signal 'aanbod' | aanbod_detection_method=existing_seed_url | aanbod_detection_score=75"
Makelaardij OLAV Veldhuizen B.V.,http://www.makelaardijolav.nl,makelaardijolav.nl,Heeze Leende,Heeze-Leende,Heeze-Leende,Heeze Leende,alias,,Noord-Brabant,http://www.makelaardijolav.nl/zoek-in-ons-aanbod,valid,existing_seed_url,75,url contains listing signal 'aanbod',0.85,false,seed,seed,90,valid,url contains listing signal 'aanbod',,,,,,,,,,,,,,,"website_exists=true | makelaar_signals=makelaar,makelaardij,aanbod | aanbod_url_status=valid | aanbod_url_reason=url contains listing signal 'aanbod' | aanbod_detection_method=existing_seed_url | aanbod_detection_score=75"
Snijders & de Werdt Makelaars,http://www.swmakelaars.nl,swmakelaars.nl,Heeze Leende,Heeze-Leende,Heeze-Leende,Heeze Leende,alias,,Noord-Brabant,,missing,failed,0,missing aanbod_url,0.65,true,seed,seed,40,suspect,missing koopaanbod_url; missing aanbod_url,,,,,,,,,,,,,,,"website_exists=true | makelaar_signals=makelaar | aanbod_url_status=missing | aanbod_url_reason=missing aanbod_url | aanbod_detection_method=failed | aanbod_detection_score=0 | suggested_aanbod_paths=http://www.swmakelaars.nl/aanbod,http://www.swmakelaars.nl/woningaanbod,http://www.swmakelaars.nl/koopwoningen"
A3 Taxaties,https://www.a3taxaties.nl,a3taxaties.nl,Helmond,Helmond,Helmond,Helmond,current_gemeente,,Noord-Brabant,,missing,browser_audit,0,no_candidate_found,0.65,true,seed,seed,0,missing,missing koopaanbod_url; no_candidate_found,,,,,,,,,,,,,,,"website_exists=true | aanbod_url_status=missing | aanbod_url_reason=no_candidate_found | aanbod_detection_method=browser_audit | aanbod_detection_score=0 | suggested_aanbod_paths=https://www.a3taxaties.nl/aanbod,https://www.a3taxaties.nl/woningaanbod,https://www.a3taxaties.nl/koopwoningen"
Adriaan van den Heuvel makelaars en adviseurs,http://www.heuvel.nl,heuvel.nl,Helmond,Helmond,Helmond,Helmond,current_gemeente,,Noord-Brabant,https://www.heuvel.nl/woningmakelaardij/aanbod?_facet_financial_type=koop,valid,existing_seed_url,75,url contains listing signal 'aanbod',0.85,false,seed,seed,90,valid,url contains listing signal 'aanbod',,,,,,,,,,,,,,,"website_exists=true | makelaar_signals=makelaar,makelaardij,aanbod,koop | aanbod_url_status=valid | aanbod_url_reason=url contains listing signal 'aanbod' | aanbod_detection_method=existing_seed_url | aanbod_detection_score=75"
B & L Makelaarskantoor O.G. B.V.,http://www.vendomakelaars.nl,vendomakelaars.nl,Helmond,Helmond,Helmond,Helmond,current_gemeente,,Noord-Brabant,http://www.vendomakelaars.nl/voor-kopers/binnenkort-te-koop,valid,existing_seed_url,75,url contains listing signal 'koop',0.85,false,seed,seed,90,valid,url contains listing signal 'koop',,,,,,,,,,,,,,,"website_exists=true | makelaar_signals=makelaar,koop | aanbod_url_status=valid | aanbod_url_reason=url contains listing signal 'koop' | aanbod_detection_method=existing_seed_url | aanbod_detection_score=75"
Broeckx makelaars,http://www.woonplezier.nl,woonplezier.nl,Helmond,Helmond,Helmond,Helmond,current_gemeente,,Noord-Brabant,http://www.woonplezier.nl/aanbod/woningaanbod/koop,valid,existing_seed_url,75,url contains listing signal 'aanbod',0.85,false,seed,seed,90,valid,url contains listing signal 'aanbod',,,,,,,,,,,,,,,"website_exists=true | makelaar_signals=makelaar,aanbod,koop | aanbod_url_status=valid | aanbod_url_reason=url contains listing signal 'aanbod' | aanbod_detection_method=existing_seed_url | aanbod_detection_score=75"
ERA Focus Makelaars Helmond B.V.,http://www.erafocus.nl,erafocus.nl,Helmond,Helmond,Helmond,Helmond,current_gemeente,,Noord-Brabant,,missing,browser_audit,0,no_candidate_found,0.65,true,seed,seed,50,suspect,missing koopaanbod_url; no_candidate_found,,,,,,,,,,,,,,,"website_exists=true | makelaar_signals=makelaar,era | aanbod_url_status=missing | aanbod_url_reason=no_candidate_found | aanbod_detection_method=browser_audit | aanbod_detection_score=0 | suggested_aanbod_paths=http://www.erafocus.nl/aanbod,http://www.erafocus.nl/woningaanbod,http://www.erafocus.nl/koopwoningen"
Frank Gruintjes Makelaars,http://www.frankgruintjes.nl,frankgruintjes.nl,Helmond,Helmond,Helmond,Helmond,current_gemeente,,Noord-Brabant,http://www.frankgruintjes.nl/aanbod/woningaanbod/mierlo/koop/huis-7946295-Vaanakker-61,valid,existing_seed_url,75,url contains listing signal 'aanbod',0.85,false,seed,seed,90,valid,url contains listing signal 'aanbod',,,,,,,,,,,,,,,"website_exists=true | makelaar_signals=makelaar,aanbod,koop | aanbod_url_status=valid | aanbod_url_reason=url contains listing signal 'aanbod' | aanbod_detection_method=existing_seed_url | aanbod_detection_score=75"
Harry Moes Makelaardij o.z.,http://www.harrymoesmakelaardij.nl,harrymoesmakelaardij.nl,Helmond,Helmond,Helmond,Helmond,current_gemeente,,Noord-Brabant,http://www.harrymoesmakelaardij.nl/aanbod/woningaanbod/schijndel/koop/huis-10245112-Hyacinthof-28,valid,existing_seed_url,75,url contains listing signal 'aanbod',0.85,false,seed,seed,90,valid,url contains listing signal 'aanbod',,,,,,,,,,,,,,,"website_exists=true | makelaar_signals=makelaar,makelaardij,aanbod,koop | aanbod_url_status=valid | aanbod_url_reason=url contains listing signal 'aanbod' | aanbod_detection_method=existing_seed_url | aanbod_detection_score=75"
M.G.M. Makelaardij Helmond,https://www.mgmmakelaardij.nl,mgmmakelaardij.nl,Helmond,Helmond,Helmond,Helmond,current_gemeente,,Noord-Brabant,https://www.mgmmakelaardij.nl/aanbod/koop,valid,existing_seed_url,75,url contains listing signal 'aanbod',0.85,false,seed,seed,100,valid,url contains listing signal 'aanbod',,,,,,,,,,,,,,,"website_exists=true | makelaar_signals=makelaar,makelaardij,aanbod,koop | aanbod_url_status=valid | aanbod_url_reason=url contains listing signal 'aanbod' | aanbod_detection_method=existing_seed_url | aanbod_detection_score=75"
Makelaar de Vree,http://www.makelaardevree.nl,makelaardevree.nl,Helmond,Helmond,Helmond,Helmond,current_gemeente,,Noord-Brabant,http://www.makelaardevree.nl/aanbod/woningaanbod/helmond/koop/huis-9713046-Suytboulevard-47,valid,existing_seed_url,75,url contains listing signal 'aanbod',0.85,false,seed,seed,100,valid,url contains listing signal 'aanbod',,,,,,,,,,,,,,,"website_exists=true | makelaar_signals=makelaar,aanbod,koop | aanbod_url_status=valid | aanbod_url_reason=url contains listing signal 'aanbod' | aanbod_detection_method=existing_seed_url | aanbod_detection_score=75"
Raaijmakers Makelaardij,http://www.raaijmakersmakelaardij.nl,raaijmakersmakelaardij.nl,Helmond,Helmond,Helmond,Helmond,current_gemeente,,Noord-Brabant,https://www.raaijmakersmakelaardij.nl/woningen,valid,existing_seed_url,75,url contains listing signal 'woningen',0.85,false,seed,seed,90,valid,url contains listing signal 'woningen',,,,,,,,,,,,,,,"website_exists=true | makelaar_signals=makelaar,makelaardij,woningen | aanbod_url_status=valid | aanbod_url_reason=url contains listing signal 'woningen' | aanbod_detection_method=existing_seed_url | aanbod_detection_score=75"
Theo Keijzers Makelaardij,http://www.theo-keijzers.nl,theo-keijzers.nl,Helmond,Helmond,Helmond,Helmond,current_gemeente,,Noord-Brabant,http://www.theo-keijzers.nl/aanbod/woningaanbod/helmond/koop/huis-9588260-Hunzestraat-55,valid,existing_seed_url,75,url contains listing signal 'aanbod',0.85,false,seed,seed,100,valid,url contains listing signal 'aanbod',,,,,,,,,,,,,,,"website_exists=true | makelaar_signals=makelaar,makelaardij,aanbod,koop | aanbod_url_status=valid | aanbod_url_reason=url contains listing signal 'aanbod' | aanbod_detection_method=existing_seed_url | aanbod_detection_score=75"
Van der Duim makelaardij,https://www.vanderduimmakelaardij.nl,vanderduimmakelaardij.nl,Helmond,Helmond,Helmond,Helmond,current_gemeente,,Noord-Brabant,https://www.vanderduimmakelaardij.nl/nl/woningaanbod,valid,existing_seed_url,75,url contains listing signal 'aanbod',0.85,false,seed,seed,90,valid,url contains listing signal 'aanbod',,,,,,,,,,,,,,,"website_exists=true | makelaar_signals=makelaar,makelaardij,aanbod | aanbod_url_status=valid | aanbod_url_reason=url contains listing signal 'aanbod' | aanbod_detection_method=existing_seed_url | aanbod_detection_score=75"
Van Santvoort Makelaars b.v.,http://www.vansantvoort.nl,vansantvoort.nl,Helmond,Helmond,Helmond,Helmond,current_gemeente,,Noord-Brabant,https://www.vansantvoort.nl/woningen-zoeken?type=koopwoningen,valid,existing_seed_url,75,url contains listing signal 'woningen',0.85,false,seed,seed,90,valid,url contains listing signal 'woningen',,,,,,,,,,,,,,,"website_exists=true | makelaar_signals=makelaar,woningen,koop | aanbod_url_status=valid | aanbod_url_reason=url contains listing signal 'woningen' | aanbod_detection_method=existing_seed_url | aanbod_detection_score=75"
Van Tuijl makelaardij,https://www.vantuijl-makelaardij.nl,vantuijl-makelaardij.nl,Helmond,Helmond,Helmond,Helmond,current_gemeente,,Noord-Brabant,https://vantuijl-makelaardij.nl,suspect,browser_audit,84,unknown_residential_shape,0.65,true,seed,seed,40,suspect,suspect koopaanbod_url: missing listing signal; unknown_residential_shape,,,,,,,,,,,,,,,"website_exists=true | makelaar_signals=makelaar,makelaardij | aanbod_url_status=suspect | aanbod_url_reason=unknown_residential_shape | aanbod_detection_method=browser_audit | aanbod_detection_score=84"
van Wetten Makelaardij,http://www.vanwetten.nl,vanwetten.nl,Helmond,Helmond,Helmond,Helmond,current_gemeente,,Noord-Brabant,http://www.vanwetten.nl/aanbod/woningaanbod/koop,valid,existing_seed_url,75,url contains listing signal 'aanbod',0.85,false,seed,seed,90,valid,url contains listing signal 'aanbod',,,,,,,,,,,,,,,"website_exists=true | makelaar_signals=makelaar,makelaardij,aanbod,koop | aanbod_url_status=valid | aanbod_url_reason=url contains listing signal 'aanbod' | aanbod_detection_method=existing_seed_url | aanbod_detection_score=75"
